2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0.5807,0.608,0.6247,0.6434,0.6733,0.6933,0.7152,0.7349,0.7474,0.8158,0.8464
0.5321,0.5412,0.5625,0.588,0.6149,0.6364,0.6509,0.6448,0.6375,0.6522,0.666
0.9772,1.0068,1.0432,1.0801,1.1018,1.096,1.1117,1.1307,1.1548,1.1922,1.2218
1.4306,1.4064,1.3638,1.3901,1.4127,1.4238,1.4496,1.4586,1.4751,1.5124,1.5376
1.1547,1.1549,1.1599,1.1673,1.1695,1.0596,1.0205,1.0299,1.0393,1.0526,1.0679
1.4632,1.4362,1.4604,1.4428,1.4173,1.4025,1.3994,1.3872,1.3543,1.3464,1.3451
1.0028,1.0196,1.0401,1.0551,1.0658,1.0854,1.1057,1.1284,1.1418,1.1782,1.2006
1.4121,1.4239,1.4162,1.4345,1.4369,1.4007,1.3615,1.3578,1.3633,1.3786,1.383
1.4229,1.4003,1.3424,1.3265,1.2965,1.2616,1.2519,1.2114,1.1991,1.2171,1.232
1.1482,1.1276,1.1386,1.131,1.1357,1.1517,1.1851,1.1959,1.1974,1.221,1.2585
1.4257,1.4596,1.4295,1.4329,1.435,1.3908,1.3705,1.3621,1.3542,1.3563,1.3768
1.6461,1.6641,1.6717,1.6829,1.6841,1.6768,1.6672,1.6567,1.6452,1.6496,1.653
1.2645,1.2634,1.2247,1.1893,1.1751,1.156,1.1509,1.1394,1.1383,1.148,1.1529
1.4398,1.4297,1.4579,1.4696,1.4821,1.3838,1.372,1.3501,1.3296,1.3308,1.339
1.262,1.2859,1.2833,1.2895,1.2785,1.2455,1.2712,1.3054,1.3174,1.3263,1.3345
1.2061,1.3002,1.3863,1.3891,1.3907,1.3784,1.3412,1.3326,1.3234,1.4216,1.3892
1.5198,1.4593,1.3887,1.3621,1.3765,1.4153,1.4559,1.51,1.5292,1.5788,1.6565
1.219,1.2275,1.2402,1.2742,1.2823,1.2638,1.2677,1.2642,1.2733,1.2782,1.2721
1.0994,1.1066,1.1231,1.1623,1.2013,1.2136,1.2277,1.2307,1.1502,1.1111,1.122
1.0822,1.099,1.1135,1.12,1.1287,1.1461,1.1525,1.1691,1.1837,1.2076,1.2375
1.1444,1.1325,1.1081,1.0981,1.1004,1.1275,1.157,1.1742,1.1914,1.2283,1.2611
1.43,1.4174,1.4129,1.4164,1.3941,1.4,1.3888,1.3928,1.3769,1.4158,1.4721
1.2397,1.2463,1.266,1.2719,1.2713,1.2892,1.3124,1.3252,1.344,1.3631,1.4112
0.718830997,0.707434621,0.653687591,0.779139196,0.634113944,0.639998015,0.64234683,0.600545557,0.460455255,0.925390844,0.46534687
0.141175182,0.461357599,0.118612253,0.131378524,0.128485131,0.117524808,0.121703006,0.132695567,0.119590463,0.121886903,0.12957495
0.176486772,0.222524823,0.191715011,0.162662252,0.184718751,0.205248271,0.187850004,0.186826188,0.197046794,0.167753243,0.342770057
0.030219881,0.021241789,0.022979852,0.22564062,0.216836154,0.21311918,0.185336533,0.291529769,0.26457431,0.225021079,0.203679417
0.37787038,0.312727312,0.306236017,0.377591804,0.388540259,0.379709565,0.397322724,0.385970515,0.396170884,0.398853843,0.351375153
0.069696654,0.077803993,0.114693258,0.151591466,0.088679086,0.080112313,0.0826671,0.261564487,0.231385088,0.218480541,0.212250316
0.333392211,0.333923523,0.342892467,0.414478869,0.306581416,0.423841949,0.483229776,0.304233296,0.308512414,0.321440081,0.279756599
0.296982116,0.317928584,0.365860865,0.360858605,0.330840626,0.332878168,0.346271082,0.297378301,0.31250037,0.312340699,0.256910383
0.641379093,0.616749125,0.600359217,0.858000824,0.706129104,0.712767586,0.739238839,0.752949424,0.553619491,1.058008963,0.630075308
0.160180045,0.244598664,0.179753311,0.276214445,0.254629572,0.299638914,0.284173363,0.21225839,0.295851373,0.236920652,0.200062099
0.154343198,0.177407651,0.132109349,0.206668902,0.196288617,0.190682121,0.162332294,0.225248795,0.221834592,0.22508113,0.152159522
0.922675733,0.844493074,0.776325268,0.820242388,0.768908191,0.665018091,0.662982938,0.672829692,0.574946965,0.533836439,0.482943536
0.200025953,0.216716569,0.195695039,0.190147041,0.448873923,0.192980285,0.196038388,0.211288213,0.143202239,0.149391839,0.145588519
0.198521351,0.250944177,0.199531854,0.553375679,0.234728992,0.245202264,0.270062049,0.183793034,0.204933775,0.174214581,0.18509
0,0,0,0.127707229,0.169650735,0.132616864,0.120636794,0.101019976,0.072094187,0.117199596,0.123649726
0.123179351,0.183131183,0.092624023,0.082606439,0.069258358,0.086189503,0.072070015,0.067967118,0,0,0
0.142017501,0.153287348,0.249884564,0.178855932,0.226065265,0.295084347,0.283748097,0.259581999,0.340107378,0.250758049,0
0.276897734,0.255553831,0.692107566,0.402637404,0.493748024,0.513448361,0.419459431,0.429805228,0.492500669,0.505365357,0.279750887
0.532052484,0.601936376,0.471540983,0.594298138,0.617087635,0.16848816,0.166499742,0.156210456,0.097151143,0.156659814,0.119031747
0.104903572,0.120724693,0.120968176,0.318146268,0.257870056,0.354472105,0.324540247,0.350225262,0.255503599,0.243916521,0.278655742
0.123175906,0.137931109,0.139750051,0.392877836,0.320813619,0.453938544,0.414119095,0.452032005,0.32651434,0.302956491,0.346702106
0.911,0.911,0.911,0.92,0.921,0.922,0.927,0.93,0.92,0.921,0.926
0.902,0.902,0.902,0.91,0.911,0.912,0.917,0.919,0.913,0.916,0.921
0.912,0.912,0.912,0.924,0.925,0.926,0.933,0.936,0.928,0.937,0.942
0.913,0.913,0.913,0.936,0.937,0.938,0.942,0.946,0.947,0.948,0.953
0.877,0.877,0.877,0.892,0.893,0.894,0.901,0.905,0.898,0.903,0.908
0.926,0.926,0.926,0.938,0.939,0.94,0.945,0.948,0.944,0.942,0.947
0.882,0.882,0.882,0.882,0.883,0.884,0.893,0.897,0.889,0.895,0.9
0.868,0.868,0.868,0.889,0.89,0.891,0.901,0.908,0.899,0.905,0.91
0.91,0.91,0.91,0.937,0.938,0.939,0.942,0.947,0.942,0.947,0.952
0.911,0.911,0.911,0.93,0.931,0.932,0.936,0.939,0.938,0.94,0.945
0.941,0.941,0.941,0.953,0.954,0.955,0.962,0.961,0.959,0.961,0.966
0.79,0.79,0.79,0.809,0.81,0.811,0.809,0.81,0.802,0.795,0.8
0.841,0.841,0.841,0.868,0.869,0.87,0.877,0.881,0.876,0.876,0.881
0.764,0.764,0.764,0.774,0.775,0.776,0.783,0.786,0.775,0.773,0.778
0.842,0.842,0.842,0.862,0.863,0.864,0.88,0.884,0.879,0.875,0.88
0.807,0.807,0.807,0.813,0.814,0.815,0.827,0.832,0.824,0.821,0.826
0.84,0.84,0.84,0.851,0.852,0.853,0.859,0.862,0.857,0.848,0.853
0.89,0.89,0.89,0.903,0.904,0.905,0.917,0.921,0.913,0.918,0.923
0.821,0.821,0.821,0.843,0.844,0.845,0.856,0.861,0.855,0.858,0.863
0.861,0.861,0.861,0.882,0.883,0.884,0.891,0.896,0.892,0.89,0.895
0.824,0.824,0.824,0.85,0.851,0.852,0.866,0.871,0.871,0.863,0.868
